Index,Time,(INS).Yaw
0,0.000000,0
1,1.591000,0
2,1.611000,0
3,1.632000,0
4,1.653000,0
5,1.671000,0
6,1.690000,0
7,1.710000,0
8,1.730000,0
9,1.756000,0
10,1.793000,0
11,1.812000,0
12,1.831000,0
13,1.850000,0
14,1.869000,0
15,1.888000,0
16,1.909000,0
17,1.928000,0
18,1.949000,0
19,1.972000,0
20,1.992000,0
21,2.012000,0
22,2.057000,0
23,2.076000,0
24,2.096000,0
25,2.115000,0
26,2.140000,0
27,2.159000,0
28,2.179000,0
29,2.198000,0
30,2.219000,0
31,2.239000,0
32,2.258000,0
33,2.297000,0
34,2.316000,0
35,2.334000,0
36,2.355000,0
37,2.374000,0
38,2.395000,0
39,2.418000,0
40,2.437000,0
41,2.456000,0
42,2.475000,0
43,2.494000,0
44,2.546000,0
45,2.565000,0
46,2.584000,0
47,2.602000,0
48,2.621000,0
49,2.642000,0
50,2.661000,0
51,2.688000,0
52,2.707000,0
53,2.727000,0
54,2.745000,0
55,2.768000,0
56,2.807000,0
57,2.826000,0
58,2.851000,0
59,2.871000,0
60,2.890000,0
61,2.909000,0
62,2.928000,0
63,2.946000,0
64,2.965000,0
65,2.985000,0
66,3.004000,0
67,3.049000,0
68,3.074000,0
69,3.094000,0
70,3.114000,0
71,3.133000,0
72,3.151000,0
73,3.169000,0
74,3.189000,0
75,3.208000,0
76,3.227000,0
77,3.248000,0
78,3.290000,0
79,3.310000,0
80,3.330000,0
81,3.349000,0
82,3.369000,0
83,3.387000,0
84,3.412000,0
85,3.431000,0
86,3.453000,0
87,3.474000,0
88,3.493000,0
89,3.545000,0
90,3.572000,0
91,3.590000,0
92,3.609000,0
93,3.629000,0
94,3.648000,0
95,3.666000,0
96,3.685000,0
97,3.705000,0
98,3.724000,0
99,3.743000,0
100,3.763000,0
101,3.807000,0
102,3.826000,0
103,3.845000,0
104,3.864000,0
105,3.883000,0
106,3.903000,0
107,3.922000,0
108,3.943000,0
109,3.967000,0
110,3.985000,0
111,4.005000,0
112,4.054000,0
113,4.073000,0
114,4.093000,0
115,4.113000,0
116,4.138000,0
117,4.157000,0
118,4.177000,0
119,4.197000,0
120,4.216000,0
121,4.238000,0
122,4.257000,0
123,4.306000,0
124,4.325000,0
125,4.347000,0
126,4.365000,0
127,4.384000,0
128,4.404000,0
129,4.425000,0
130,4.444000,0
131,4.463000,0
132,4.482000,0
133,4.501000,0
134,4.524000,0
135,4.563000,0
136,4.582000,0
137,4.602000,0
138,4.623000,0
139,4.642000,0
140,4.660000,0
141,4.680000,0
142,4.700000,0
143,4.721000,0
144,4.741000,0
145,4.760000,0
146,4.799000,0
147,4.818000,0
148,4.838000,0
149,4.860000,0
150,4.878000,0
151,4.898000,0
152,4.919000,0
153,4.939000,0
154,4.958000,0
155,4.977000,0
156,4.998000,0
157,5.031000,0
158,5.058000,0
159,5.077000,0
160,5.103000,0
161,5.121000,0
162,5.141000,0
163,5.162000,1.99441159
164,5.182000,3.06484509
165,5.202000,4.13120651
166,5.223000,5.23599911
167,5.243000,6.18521214
168,5.263000,7.12964725
169,5.309000,9.43842506
170,5.328000,10.4109106
171,5.348000,11.4503355
172,5.367000,12.4650593
173,5.386000,13.505578
174,5.405000,14.5822306
175,5.432000,16.1768036
176,5.453000,17.4858932
177,5.474000,18.8520641
178,5.493000,20.2191429
179,5.513000,21.5793495
180,5.557000,24.9537888
181,5.575000,26.4243031
182,5.602000,28.6290817
183,5.621000,30.383707
184,5.640000,32.0804863
185,5.658000,33.7090416
186,5.678000,35.5291824
187,5.697000,37.2568779
188,5.718000,39.1509323
189,5.737000,40.8360405
190,5.756000,42.4821396
191,5.777000,44.2454185
192,5.812000,46.9352875
193,5.830000,48.3417435
194,5.849000,49.8083801
195,5.869000,51.0564651
196,5.890000,52.2794647
197,5.909000,53.4166107
198,5.936000,54.7684364
199,5.954000,55.7088661
200,5.974000,56.5658989
201,5.995000,57.3492813
202,6.016000,58.0203552
203,6.059000,59.3545151
204,6.077000,59.8397446
205,6.098000,60.2931061
206,6.117000,60.7180405
207,6.138000,61.0502548
208,6.156000,61.3446274
209,6.176000,61.6107445
210,6.203000,61.9064445
211,6.223000,62.0917892
212,6.242000,62.2368698
213,6.262000,62.3598938
214,6.300000,62.5245552
215,6.318000,62.5698738
216,6.339000,62.5941772
217,6.359000,62.6030502
218,6.379000,62.5922165
219,6.399000,62.5685425
220,6.418000,62.5248909
221,6.437000,62.4703941
222,6.455000,62.4058952
223,6.475000,62.322567
224,6.495000,62.2353592
225,6.514000,62.1329002
226,6.560000,61.8460808
227,6.580000,61.7073593
228,6.600000,61.5600243
229,6.620000,61.404644
230,6.644000,61.2024841
231,6.664000,61.0296326
232,6.684000,60.8555946
233,6.704000,60.6914558
234,6.723000,60.514492
235,6.742000,60.3346596
236,6.761000,60.138382
237,6.799000,59.764019
238,6.818000,59.5582924
239,6.838000,59.3365326
240,6.858000,59.1201363
241,6.877000,58.9247589
242,6.896000,58.7027779
243,6.925000,58.389267
244,6.944000,58.1763611
245,6.962000,57.973896
246,6.982000,57.7427216
247,7.001000,57.5088081
248,7.052000,56.9271965
249,7.071000,56.6974945
250,7.090000,56.469326
251,7.110000,56.213028
252,7.135000,55.9058342
253,7.155000,55.6736221
254,7.175000,55.4161301
255,7.194000,55.1787148
256,7.216000,54.9064522
257,7.236000,54.6582375
258,7.257000,54.4115944
259,7.301000,53.867012
260,7.320000,53.6183243
261,7.340000,53.3831444
262,7.359000,53.134861
263,7.379000,52.8990555
264,7.399000,52.6344337
265,7.419000,52.3966103
266,7.438000,52.1364212
267,7.458000,51.8861847
268,7.480000,51.6371803
269,7.500000,51.3744774
270,7.551000,50.7454033
271,7.569000,50.5153046
272,7.589000,50.2637787
273,7.608000,50.0154114
274,7.634000,49.7046585
275,7.654000,49.4430199
276,7.674000,49.2080574
277,7.694000,48.9729118
278,7.712000,48.7257767
279,7.732000,48.4888916
280,7.751000,48.2555771
281,7.806000,47.5699272
282,7.825000,47.3357391
283,7.845000,47.0870743
284,7.864000,46.8540039
285,7.883000,46.6309624
286,7.902000,46.3847542
287,7.922000,46.1434402
288,7.942000,45.9006424
289,7.961000,45.6557083
290,7.980000,45.4225578
291,8.001000,45.1942558
292,8.053000,44.5529823
293,8.072000,44.3152008
294,8.092000,44.0898247
295,8.110000,43.8629532
296,8.130000,43.6152191
297,8.151000,43.3730927
298,8.171000,43.1342735
299,8.196000,42.8512688
300,8.216000,42.6166534
301,8.234000,42.3909035
302,8.254000,42.1414032
303,8.293000,41.7096939
304,8.311000,41.4987221
305,8.330000,41.2511711
306,8.351000,41.0312195
307,8.371000,40.7846527
308,8.390000,40.5545578
309,8.411000,40.3094749
310,8.432000,40.0778656
311,8.451000,39.8464012
312,8.472000,39.6179314
313,8.492000,39.3780861
314,8.550000,38.7185211
315,8.570000,38.4923973
316,8.590000,38.2658501
317,8.610000,38.0512352
318,8.630000,37.8263397
319,8.656000,37.5312843
320,8.674000,37.3066978
321,8.695000,37.0833778
322,8.715000,36.8605423
323,8.736000,36.6301613
324,8.756000,36.4061623
325,8.802000,35.9178696
326,8.821000,35.6874046
327,8.844000,35.4663658
328,8.863000,35.2480812
329,8.883000,35.0185738
330,8.903000,34.8002396
331,8.923000,34.5978851
332,8.942000,34.3921623
333,8.962000,34.1708374
334,8.982000,33.9634171
335,9.007000,33.6965714
336,9.045000,33.2944298
337,9.064000,33.0923996
338,9.083000,32.8699837
339,9.104000,32.6567001
340,9.124000,32.4454689
341,9.143000,32.2501335
342,9.163000,32.0388451
343,9.182000,31.8373489
344,9.202000,31.6271496
345,9.223000,31.4216099
346,9.242000,31.2138214
347,9.270000,30.9355011
348,9.306000,30.5618324
349,9.324000,30.3685417
350,9.351000,30.0980072
351,9.371000,29.884079
352,9.391000,29.6882782
353,9.412000,29.4742756
354,9.433000,29.2713223
355,9.452000,29.0814133
356,9.473000,28.8703194
357,9.492000,28.6771584
358,9.511000,28.4893589
359,9.555000,28.0538254
360,9.575000,27.8559017
361,9.594000,27.6573734
362,9.613000,27.4831963
363,9.632000,27.2990761
364,9.651000,27.1026478
365,9.671000,26.9108162
366,9.690000,26.7138615
367,9.712000,26.5213909
368,9.731000,26.3373489
369,9.750000,26.1561298
370,9.795000,25.7194557
371,9.814000,25.540205
372,9.833000,25.3506336
373,9.854000,25.1475277
374,9.874000,24.9664078
375,9.892000,24.799614
376,9.912000,24.6121693
377,9.930000,24.4300499
378,9.951000,24.2309513
379,9.972000,24.0422821
380,10.015000,23.6433773
381,10.034000,23.455698
382,10.054000,23.2802887
383,10.075000,23.0943222
384,10.094000,22.9102287
385,10.121000,22.6713467
386,10.140000,22.5008583
387,10.158000,22.326376
388,10.179000,22.1377316
389,10.198000,21.9636631
390,10.249000,21.4974155
391,10.268000,21.3199673
392,10.289000,21.1534805
393,10.308000,20.9709454
394,10.326000,20.803257
395,10.345000,20.6368237
396,10.365000,20.4668694
397,10.384000,20.2939472
398,10.404000,20.1204205
399,10.426000,19.9381676
400,10.451000,19.7110691
401,10.471000,19.539135
402,10.516000,19.1551647
403,10.534000,18.9910812
404,10.554000,18.809145
405,10.574000,18.6321449
406,10.595000,18.4550362
407,10.621000,18.2408028
408,10.641000,18.0610561
409,10.662000,17.8986454
410,10.682000,17.7277451
411,10.702000,17.5478268
412,10.722000,17.3785324
413,10.766000,17.0128059
414,10.786000,16.8551559
415,10.806000,16.6884117
416,10.826000,16.5217819
417,10.846000,16.3505878
418,10.866000,16.1710072
419,10.887000,16.0069294
420,10.910000,15.8261242
421,10.929000,15.6697092
422,10.948000,15.5045128
423,10.968000,15.3522339
424,11.015000,14.9619703
425,11.034000,14.8093891
426,11.053000,14.6568813
427,11.072000,14.4998894
428,11.092000,14.3522387
429,11.112000,14.1851664
430,11.132000,14.0334101
431,11.151000,13.8668146
432,11.173000,13.7113028
433,11.191000,13.5572338
434,11.210000,13.4019232
435,11.230000,13.2545614
436,11.274000,12.9123526
437,11.293000,12.7544069
438,11.314000,12.5918789
439,11.335000,12.4361858
440,11.354000,12.2906733
441,11.373000,12.1434116
442,11.391000,11.9959688
443,11.410000,11.8529453
444,11.429000,11.7124567
445,11.448000,11.5608063
446,11.468000,11.4110031
447,11.519000,11.0364914
448,11.540000,10.8835907
449,11.559000,10.7412968
450,11.577000,10.6014662
451,11.596000,10.454875
452,11.617000,10.3014212
453,11.638000,10.1545858
454,11.659000,10.0094976
455,11.682000,9.83243561
456,11.703000,9.68447495
457,11.722000,9.54013062
458,11.768000,9.22062397
459,11.793000,9.02869892
460,11.812000,8.89426422
461,11.831000,8.75527477
462,11.851000,8.61922455
463,11.869000,8.47066402
464,11.889000,8.33030605
465,11.909000,8.19636059
466,11.929000,8.05623722
467,11.948000,7.92044115
468,11.968000,7.78189087
469,12.017000,7.43985605
470,12.037000,7.29325628
471,12.059000,7.15995073
472,12.078000,7.03136921
473,12.097000,6.89517641
474,12.119000,6.74664211
475,12.139000,6.61075783
476,12.158000,6.47992659
477,12.179000,6.34624338
478,12.197000,6.22781849
479,12.216000,6.09913969
480,12.234000,5.97031689
481,12.280000,5.67327452
482,12.300000,5.54972363
483,12.319000,5.4166007
484,12.338000,5.25842285
485,12.363000,5.12650204
486,12.383000,4.99883842
487,12.405000,4.85061646
488,12.426000,4.71830893
489,12.444000,4.60005283
490,12.463000,4.47436476
491,12.483000,4.35011959
492,12.530000,4.05064487
493,12.548000,3.92782164
494,12.567000,3.8008914
495,12.588000,3.68309212
496,12.608000,3.56260824
497,12.628000,3.43103766
498,12.647000,3.31279159
499,12.673000,3.15552855
500,12.692000,3.0259316
501,12.713000,2.90397239
502,12.733000,2.79047418
503,12.771000,2.55716014
504,12.789000,2.45094061
505,12.808000,2.33065128
506,12.827000,2.2161305
507,12.847000,2.10529733
508,12.865000,1.99265802
509,12.885000,1.87007022
510,12.906000,1.74621296
511,12.926000,1.63686156
512,12.949000,1.50434029
513,12.969000,1.38637269
514,13.009000,1.15935886
515,13.029000,1.04888153
516,13.053000,0.904582918
517,13.071000,0.789042771
518,13.093000,0.671423256
519,13.113000,0.56272167
520,13.132000,0.445394933
521,13.153000,0.335537195
522,13.172000,0.229279131
523,13.191000,0.129049525
524,13.211000,0.0182889234
525,13.230000,-0.088024281
526,13.268000,-0.298102111
527,13.288000,-0.403260261
528,13.308000,-0.510885775
529,13.327000,-0.62270844
530,13.347000,-0.721931875
531,13.366000,-0.823329926
532,13.385000,-0.930807412
533,13.406000,-1.03744936
534,13.426000,-1.13643169
535,13.446000,-1.24622774
536,13.465000,-1.34517825
537,13.486000,-1.45380604
538,13.509000,-1.57171845
539,13.535000,-1.70681369
540,13.554000,-1.80666983
541,13.575000,-1.90696967
542,13.593000,-1.99998248
543,13.619000,-2.12724304
544,13.640000,-2.23348904
545,13.658000,-2.33049369
546,13.677000,-2.41735482
547,13.696000,-2.50912833
548,13.714000,-2.60584521
549,13.759000,-2.81739044
550,13.777000,-2.90843821
551,13.799000,-3.00969911
552,13.820000,-3.10398006
553,13.842000,-3.20985961
554,13.860000,-3.2997818
555,13.880000,-3.3908267
556,13.900000,-3.49099016
557,13.918000,-3.57522154
558,13.969000,-3.8086915
559,13.987000,-3.89409399
560,14.013000,-4.00781727
561,14.033000,-4.10158777
562,14.055000,-4.19206858
563,14.073000,-4.27655411
564,14.093000,-4.36765766
565,14.114000,-4.46263838
566,14.135000,-4.55526686
567,14.155000,-4.63984299
568,14.176000,-4.72816658
569,14.220000,-4.91356516
570,14.239000,-4.99460077
571,14.258000,-5.08187342
572,14.276000,-5.15598202
573,14.295000,-5.23878288
574,14.317000,-5.32558584
575,14.338000,-5.4130559
576,14.362000,-5.50610304
577,14.381000,-5.59390831
578,14.434000,-5.79885483
579,14.452000,-5.87443447
580,14.472000,-5.95620537
581,14.492000,-6.03174305
582,14.510000,-6.11396313
583,14.530000,-6.19057989
584,14.550000,-6.26390553
585,14.574000,-6.36122513
586,14.593000,-6.4325285
587,14.613000,-6.50571728
588,14.633000,-6.5815196
589,14.654000,-6.66433001
590,14.694000,-6.8152132
591,14.714000,-6.89137411
592,14.739000,-6.98585701
593,14.758000,-7.0571084
594,14.776000,-7.12619257
595,14.797000,-7.2053833
596,14.818000,-7.27792454
597,14.838000,-7.35303068
598,14.858000,-7.42737579
599,14.879000,-7.49374819
600,14.925000,-7.66140699
601,14.944000,-7.72431564
602,14.963000,-7.78826141
603,14.982000,-7.85432148
604,15.001000,-7.91871738
605,15.021000,-7.98442125
606,15.040000,-8.05457306
607,15.067000,-8.14484406
608,15.088000,-8.21197796
609,15.109000,-8.27702808
610,15.129000,-8.34081078
611,15.149000,-8.40581131
612,15.184000,-8.52215862
613,15.203000,-8.5879221
614,15.224000,-8.65381145
615,15.245000,-8.72181797
616,15.264000,-8.78419876
617,15.284000,-8.84736824
618,15.303000,-8.90914059
619,15.324000,-8.97160721
620,15.351000,-9.05518246
621,15.370000,-9.1191597
622,15.392000,-9.17716503
623,15.436000,-9.30801582
624,15.462000,-9.38128471
625,15.482000,-9.44013977
626,15.500000,-9.49063778
627,15.520000,-9.54563999
628,15.540000,-9.6015873
629,15.559000,-9.65515137
630,15.577000,-9.70599937
631,15.597000,-9.75918388
632,15.617000,-9.81609631
633,15.636000,-9.8714447
634,15.659000,-9.93509007
635,15.695000,-10.0324688
636,15.713000,-10.0833073
637,15.738000,-10.1496668
638,15.757000,-10.2031231
639,15.777000,-10.2581367
640,15.796000,-10.3059578
641,15.817000,-10.361702
642,15.836000,-10.40942
643,15.856000,-10.4633474
644,15.875000,-10.5139294
645,15.922000,-10.6333694
646,15.942000,-10.6821547
647,15.961000,-10.7310371
648,15.980000,-10.7801437
649,15.998000,-10.8235035
650,16.018000,-10.8752518
651,16.037000,-10.9238005
652,16.057000,-10.9734192
653,16.078000,-11.020154
654,16.098000,-11.0646257
655,16.124000,-11.1237154
656,16.175000,-11.238677
657,16.194000,-11.2824984
658,16.213000,-11.3340988
659,16.234000,-11.3775377
660,16.253000,-11.4202471
661,16.274000,-11.4622183
662,16.292000,-11.507185
663,16.313000,-11.552103
664,16.333000,-11.5941601
665,16.355000,-11.6363964
666,16.373000,-11.6787548
667,16.423000,-11.7804928
668,16.442000,-11.8193512
669,16.462000,-11.8609762
670,16.483000,-11.9000607
671,16.508000,-11.955617
672,16.529000,-11.9941406
673,16.549000,-12.0355444
674,16.569000,-12.0717487
675,16.587000,-12.1116934
676,16.608000,-12.152545
677,16.630000,-12.1940155
678,16.667000,-12.2625408
679,16.687000,-12.3019972
680,16.708000,-12.3375921
681,16.729000,-12.3750525
682,16.747000,-12.4112511
683,16.768000,-12.449235
684,16.788000,-12.4851055
685,16.808000,-12.5211582
686,16.828000,-12.5591021
687,16.852000,-12.6026106
688,16.871000,-12.6348038
689,16.908000,-12.6963949
690,16.930000,-12.7317047
691,16.949000,-12.7655344
692,16.968000,-12.7985764
693,16.989000,-12.8307924
694,17.011000,-12.8666821
695,17.030000,-12.9012299
696,17.051000,-12.9300156
697,17.072000,-12.9638939
698,17.121000,-13.0405836
699,17.140000,-13.0727215
700,17.160000,-13.1023846
701,17.179000,-13.1331606
702,17.197000,-13.161562
703,17.219000,-13.1899481
704,17.239000,-13.2173071
705,17.258000,-13.2432337
706,17.277000,-13.2725811
707,17.297000,-13.301158
708,17.318000,-13.3305016
709,17.370000,-13.3981209
710,17.389000,-13.4277487
711,17.411000,-13.4536667
712,17.430000,-13.4805202
713,17.454000,-13.5092678
714,17.473000,-13.5375834
715,17.493000,-13.5633936
716,17.513000,-13.5902529
717,17.533000,-13.6146269
718,17.552000,-13.6402578
719,17.573000,-13.6629333
720,17.624000,-13.7274361
721,17.644000,-13.7537365
722,17.665000,-13.7784815
723,17.685000,-13.802949
724,17.703000,-13.824131
725,17.724000,-13.849905
726,17.743000,-13.8711987
727,17.763000,-13.8900576
728,17.783000,-13.9098186
729,17.803000,-13.9291306
730,17.822000,-13.9495955
731,17.874000,-13.9864674
732,17.894000,-13.9965048
733,17.914000,-14.003747
734,17.934000,-14.0104542
735,17.958000,-14.0200024
736,17.977000,-14.0266924
737,17.997000,-14.0342684
738,18.017000,-14.0389872
739,18.037000,-14.0427027
740,18.055000,-14.049284
741,18.075000,-14.0534306
742,18.097000,-14.0627756
743,18.127000,-14.0780945
744,18.150000,-14.086997
745,18.176000,-14.0948277
746,18.196000,-14.1024599
747,18.218000,-14.1107645
748,18.238000,-14.118413
749,18.257000,-14.1265669
750,18.276000,-14.1366882
751,18.297000,-14.1453362
752,18.316000,-14.155509
753,18.336000,-14.1646223
754,18.381000,-14.184886
755,18.406000,-14.1952724
756,18.424000,-14.2054634
757,18.444000,-14.2133121
758,18.465000,-14.219841
759,18.484000,-14.2276611
760,18.503000,-14.2357244
761,18.524000,-14.2455072
762,18.542000,-14.251173
763,18.561000,-14.2577686
764,18.581000,-14.2652969
765,18.602000,-14.2709188
766,18.647000,-14.2893438
767,18.667000,-14.2985783
768,18.686000,-14.3062172
769,18.704000,-14.3111153
770,18.723000,-14.316555
771,18.742000,-14.3250427
772,18.764000,-14.3361111
773,18.789000,-14.3454514
774,18.809000,-14.3522968
775,18.827000,-14.3612719
776,18.846000,-14.3701696
777,18.888000,-14.3878107
778,18.906000,-14.3939285
779,18.926000,-14.4019527
780,18.944000,-14.4103384
781,18.966000,-14.4201584
782,18.984000,-14.4277143
783,19.006000,-14.4361687
784,19.026000,-14.4433146
785,19.045000,-14.4493494
786,19.065000,-14.4571257
787,19.084000,-14.4637403
788,19.104000,-14.4689484
789,19.148000,-14.4867477
790,19.168000,-14.4943876
791,19.188000,-14.5052881
792,19.207000,-14.510191
793,19.225000,-14.5174427
794,19.245000,-14.5253105
795,19.264000,-14.529995
796,19.283000,-14.5372744
797,19.301000,-14.5440578
798,19.321000,-14.5510674
799,19.345000,-14.5596962
800,19.388000,-14.5752449
801,19.408000,-14.5825615
802,19.427000,-14.5897484
803,19.446000,-14.5982676
804,19.466000,-14.6029205
805,19.485000,-14.6091309
806,19.505000,-14.6190777
807,19.524000,-14.6273642
808,19.544000,-14.6329374
809,19.564000,-14.6408081
810,19.584000,-14.6452103
811,19.606000,-14.6523151
812,19.650000,-14.6680756
813,19.670000,-14.6771917
814,19.690000,-14.6802759
815,19.708000,-14.6895256
816,19.729000,-14.6985722
817,19.750000,-14.7078295
818,19.770000,-14.7148523
819,19.797000,-14.722847
820,19.817000,-14.7302647
821,19.838000,-14.7388058
822,19.859000,-14.7449217
823,19.896000,-14.7605371
824,19.916000,-14.7680559
825,19.939000,-14.7730885
826,19.960000,-14.7780333
827,19.979000,-14.7832842
828,19.999000,-14.7894735
829,20.022000,-14.7966661
830,20.042000,-14.8033342
831,20.061000,-14.8082104
832,20.081000,-14.8137226
833,20.100000,-14.8205404
834,20.149000,-14.8347902
835,20.169000,-14.8424721
836,20.189000,-14.8502398
837,20.208000,-14.8578968
838,20.228000,-14.8648052
839,20.247000,-14.8690729
840,20.266000,-14.8744087
841,20.290000,-14.8797464
842,20.309000,-14.8869715
843,20.330000,-14.8927765
844,20.351000,-14.8994122
845,20.401000,-14.9138546
846,20.420000,-14.9229612
847,20.440000,-14.9266157
848,20.461000,-14.9313517
849,20.480000,-14.9366798
850,20.500000,-14.9415703
851,20.523000,-14.9470329
852,20.542000,-14.9536343
853,20.561000,-14.959796
854,20.581000,-14.9677362
855,20.600000,-14.9737082
856,20.627000,-14.9808607
857,20.667000,-14.9907761
858,20.686000,-14.9977226
859,20.706000,-14.9977465
860,20.725000,-15.0018845
861,20.745000,-15.0072556
862,20.763000,-15.0132751
863,20.783000,-15.0120659
864,20.805000,-15.0155716
865,20.824000,-15.0203838
866,20.843000,-15.0235443
867,20.863000,-15.0289211
868,20.917000,-15.0373058
869,20.936000,-15.0430994
870,20.955000,-15.0490141
871,20.974000,-15.0539265
872,20.995000,-15.0563173
873,21.016000,-15.0597172
874,21.037000,-15.0649014
875,21.061000,-15.0699215
876,21.079000,-15.0727234
877,21.099000,-15.0782681
878,21.118000,-15.0802517
879,21.167000,-15.0868835
880,21.187000,-15.0882225
881,21.208000,-15.0903111
882,21.228000,-15.093873
883,21.247000,-15.0985537
884,21.276000,-15.104866
885,21.296000,-15.1061468
886,21.317000,-15.111454
887,21.338000,-15.1148624
888,21.358000,-15.1166344
889,21.381000,-15.1166277
890,21.405000,-15.1181221
891,21.430000,-15.1201572
892,21.449000,-15.1222525
893,21.470000,-15.1247015
894,21.489000,-15.1259661
895,21.508000,-15.1267347
896,21.529000,-15.1286573
897,21.548000,-15.1299505
898,21.573000,-15.1335716
899,21.591000,-15.135313
900,21.612000,-15.1334267
901,21.657000,-15.1319141
902,21.675000,-15.1313572
903,21.695000,-15.1300402
904,21.715000,-15.1315346
905,21.741000,-15.1322861
906,21.761000,-15.1277733
907,21.780000,-15.1305542
908,21.798000,-15.1328287
909,21.817000,-15.1316128
910,21.837000,-15.1292105
911,21.855000,-15.129281
912,21.917000,-15.1215372
913,21.939000,-15.1206818
914,21.959000,-15.1178179
915,21.978000,-15.1182632
916,21.996000,-15.1159773
917,22.017000,-15.1157942
918,22.036000,-15.1145821
919,22.056000,-15.1130724
920,22.081000,-15.111372
921,22.102000,-15.1052895
922,22.155000,-15.0946121
923,22.173000,-15.0903692
924,22.192000,-15.0878611
925,22.212000,-15.0809641
926,22.232000,-15.0769987
927,22.250000,-15.0705414
928,22.271000,-15.0638695
929,22.297000,-15.0579014
930,22.316000,-15.0526304
931,22.353000,-15.0410719
932,22.373000,-15.034481
933,22.394000,-15.0288363
934,22.414000,-15.0226412
935,22.435000,-15.0199156
936,22.458000,-15.0112467
937,22.477000,-15.0067081
938,22.496000,-14.9975567
939,22.516000,-14.9879827
940,22.555000,-14.968317
941,22.574000,-14.9592571
942,22.595000,-14.9488506
943,22.614000,-14.9368553
944,22.633000,-14.9250822
945,22.651000,-14.9154549
946,22.670000,-14.90376
947,22.691000,-14.8918533
948,22.711000,-14.8839693
949,22.762000,-14.8498249
950,22.781000,-14.8339062
951,22.801000,-14.8202467
952,22.820000,-14.8039436
953,22.845000,-14.7858763
954,22.866000,-14.7713003
955,22.886000,-14.75494
956,22.907000,-14.7367907
957,22.927000,-14.7184992
958,22.945000,-14.7015791
959,22.965000,-14.6853065
960,23.013000,-14.6395445
961,23.035000,-14.617054
